fonte_de_recursos,valor_despesas,indice_despesas,nome_despesas
002 - RECURSOS VINCULADOS ESTADUAIS,469499.69,33903066,MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA
002 - RECURSOS VINCULADOS ESTADUAIS,2961771.75,33903090,OUTROS MATERIAIS DE CONSUMO
002 - RECURSOS VINCULADOS ESTADUAIS,367879.08,33903342,PASSAGENS AEREAS        EXERCICIO ANTERIOR.
002 - RECURSOS VINCULADOS ESTADUAIS,5830291.99,33903343,"LOCACAO DE VEICULOS,AERONAVES E OUTROS"
002 - RECURSOS VINCULADOS ESTADUAIS,647492.43,33903344,VALE-TRANSPORTE
002 - RECURSOS VINCULADOS ESTADUAIS,197743.5,33903345,OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO
002 - RECURSOS VINCULADOS ESTADUAIS,108.07,33903350,LOCOMOçãO DE SERV.POR MEIO DE APLIC.DE TRANS
002 - RECURSOS VINCULADOS ESTADUAIS,4097752.46,33903501,"OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA"
002 - RECURSOS VINCULADOS ESTADUAIS,1288973.15,33903509,CONSULTORIA TECNO.DA IMFORMACãO-PJ
002 - RECURSOS VINCULADOS ESTADUAIS,13200.0,33903603,CONDOMINIO
002 - RECURSOS VINCULADOS ESTADUAIS,1454943.12,33903611,OUTRAS REMUNERACOES DE SERVICOS PESSOAIS
002 - RECURSOS VINCULADOS ESTADUAIS,40046330.9,33903612,ENCARGOS SOCIAIS E OBRIGACOES FISCAIS
002 - RECURSOS VINCULADOS ESTADUAIS,22659761.35,33903613,ESTAGIARIOS DIRETAMENTE CONTRATADOS
002 - RECURSOS VINCULADOS ESTADUAIS,199189812.97,33903619,HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL
002 - RECURSOS VINCULADOS ESTADUAIS,7200.0,33903625,"CURSOS, PALESTRAS"
002 - RECURSOS VINCULADOS ESTADUAIS,8590659.12,33903691,LOCACAO DE IMOVEIS
002 - RECURSOS VINCULADOS ESTADUAIS,67257274.7,33903795,SERVICOS DE VIGILANCIA
002 - RECURSOS VINCULADOS ESTADUAIS,127604595.44,33903796,SERVICOS DE LIMPEZA
002 - RECURSOS VINCULADOS ESTADUAIS,1441271.15,33903799,OUTROS SERVICOS
002 - RECURSOS VINCULADOS ESTADUAIS,3839465.49,33903903,CONDOMINIOS
002 - RECURSOS VINCULADOS ESTADUAIS,9005575.4,33903906,VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS
002 - RECURSOS VINCULADOS ESTADUAIS,545.01,33903914,EXAMES LABORATORIAIS
002 - RECURSOS VINCULADOS ESTADUAIS,2376834.44,33903915,LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA
002 - RECURSOS VINCULADOS ESTADUAIS,25617146.87,33903918,PROPAGANDA/PUBLICIDADE
002 - RECURSOS VINCULADOS ESTADUAIS,388685.25,33903919,LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS
002 - RECURSOS VINCULADOS ESTADUAIS,1684832.06,33903922,LOC.MAQ.REPROGAFICAS C/MAO DE OBRA
002 - RECURSOS VINCULADOS ESTADUAIS,83534123.27,33903925,SERVICOS DE CORREIOS
002 - RECURSOS VINCULADOS ESTADUAIS,69225.55,33903926,PUBLICIDADE LEGAL
002 - RECURSOS VINCULADOS ESTADUAIS,281879.82,33903927,GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE
002 - RECURSOS VINCULADOS ESTADUAIS,45717.61,33903936,"DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO"
002 - RECURSOS VINCULADOS ESTADUAIS,325933.13,33903940,FRETES E TRANSPORTES
002 - RECURSOS VINCULADOS ESTADUAIS,4900.98,33903941,SERVICO DE LAVANDERIA
002 - RECURSOS VINCULADOS ESTADUAIS,334857.31,33903942,SEGURO DE VIDA
002 - RECURSOS VINCULADOS ESTADUAIS,31643.88,33903943,"ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM"
002 - RECURSOS VINCULADOS ESTADUAIS,7881.41,33903944,SEGURO DE VEICULO
002 - RECURSOS VINCULADOS ESTADUAIS,22345.4,33903945,OUTROS SEGUROS
002 - RECURSOS VINCULADOS ESTADUAIS,9559475.83,33903946,"SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO"
002 - RECURSOS VINCULADOS ESTADUAIS,5397281.65,33903949,ESTAGIARIOS CONTRATADOS POR INSTITUICOES
002 - RECURSOS VINCULADOS ESTADUAIS,6205.74,33903953,"PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA"
002 - RECURSOS VINCULADOS ESTADUAIS,7900.0,33903954,"CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES"
002 - RECURSOS VINCULADOS ESTADUAIS,99228.5,33903956,ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA
002 - RECURSOS VINCULADOS ESTADUAIS,34000.0,33903957,SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI
002 - RECURSOS VINCULADOS ESTADUAIS,19349.98,33903958,"AUDIO,VIDEO,FOTO E PROJECAO"
002 - RECURSOS VINCULADOS ESTADUAIS,10260.0,33903961,CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO
002 - RECURSOS VINCULADOS ESTADUAIS,380511.51,33903963,"INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI"
002 - RECURSOS VINCULADOS ESTADUAIS,184324.32,33903965,"SERVICOS DE COPA, COPEIRAGEM"
002 - RECURSOS VINCULADOS ESTADUAIS,74972.8,33903973,FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB
002 - RECURSOS VINCULADOS ESTADUAIS,34429.26,33903978,MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO
002 - RECURSOS VINCULADOS ESTADUAIS,1295997.45,33903979,CONSERVACAO E MANUTENCAO DE IMOVEIS
002 - RECURSOS VINCULADOS ESTADUAIS,24411912.24,33903980,CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT
002 - RECURSOS VINCULADOS ESTADUAIS,2133170.76,33903981,REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET
002 - RECURSOS VINCULADOS ESTADUAIS,121813682.44,33903982,CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC
002 - RECURSOS VINCULADOS ESTADUAIS,732149.92,33903983,SERVICOS GRAFICOS
002 - RECURSOS VINCULADOS ESTADUAIS,37422671.11,33903985,SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS
002 - RECURSOS VINCULADOS ESTADUAIS,1961800.49,33903988,HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL
002 - RECURSOS VINCULADOS ESTADUAIS,16714335.18,33903991,LOCACAO DE IMOVEIS
002 - RECURSOS VINCULADOS ESTADUAIS,851470.01,33903992,DESPESAS MIUDAS E DE PRONTO PAGAMENTO
002 - RECURSOS VINCULADOS ESTADUAIS,1657903.72,33903995,MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO
002 - RECURSOS VINCULADOS ESTADUAIS,484037873.06,33903999,OUTROS SERVICOS DE TERCEIROS
002 - RECURSOS VINCULADOS ESTADUAIS,124335.88,33904007,MANUTENçãO DE SOFTWARE
002 - RECURSOS VINCULADOS ESTADUAIS,8738753.6,33904009,DESENVOLVIMENTO DE SOFTWARE
002 - RECURSOS VINCULADOS ESTADUAIS,48688128.65,33904010,ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR
002 - RECURSOS VINCULADOS ESTADUAIS,5256207.94,33904011,SUPORTE DE INFRAESTRUTURA
002 - RECURSOS VINCULADOS ESTADUAIS,41038679.09,33904012,SUPORTE A USUáRIOS DE TI
002 - RECURSOS VINCULADOS ESTADUAIS,5664483.7,33904013,HOSPEDAGEM DE SISTEMAS
002 - RECURSOS VINCULADOS ESTADUAIS,1841326.97,33904014,LOCAçãO DE EQUIPAMENTOS DE TI
002 - RECURSOS VINCULADOS ESTADUAIS,16432480.11,33904015,MANUTENçãO DE EQUIPAMENTOS DE TI
002 - RECURSOS VINCULADOS ESTADUAIS,7783458.9,33904016,COMUNICAçãO DE DADOS
002 - RECURSOS VINCULADOS ESTADUAIS,1086956.14,33904018,SALA COFRE
002 - RECURSOS VINCULADOS ESTADUAIS,818798.88,33904019,SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS
002 - RECURSOS VINCULADOS ESTADUAIS,26571.2,33904020,SERVIçOS DE TELEFONIA DE VOZ SOBRE IP
002 - RECURSOS VINCULADOS ESTADUAIS,327454877.28,33904090,SERVIçOS DE TECNOLOGIA DA INFORMAçãO
002 - RECURSOS VINCULADOS ESTADUAIS,21000220.88,33904113,CONTRIBUICOES A AUTARQUIAS E FUNDACOES
002 - RECURSOS VINCULADOS ESTADUAIS,14119950.17,33904601,AUXILIO - ALIMENTACAO
002 - RECURSOS VINCULADOS ESTADUAIS,25519712.27,33904710,CONTRIBUICOES P/FORMACAO DO PASEP/PIS
002 - RECURSOS VINCULADOS ESTADUAIS,455470.82,33904713,IPTU
002 - RECURSOS VINCULADOS ESTADUAIS,2154.24,33904718,TAXA DE LIMPEZA PUBLICA
002 - RECURSOS VINCULADOS ESTADUAIS,2247395.92,33904720,OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA
002 - RECURSOS VINCULADOS ESTADUAIS,1982453.25,33904901,AUXILIO - TRANSPORTE
002 - RECURSOS VINCULADOS ESTADUAIS,8077091.62,33905011,ENERGIA ELETRICA
002 - RECURSOS VINCULADOS ESTADUAIS,3359952.31,33905012,TELEFONIA FIXA
002 - RECURSOS VINCULADOS ESTADUAIS,1705587.32,33905013,AGUA E ESGOTOS
002 - RECURSOS VINCULADOS ESTADUAIS,2488.34,33905014,GAS ENCANADO
002 - RECURSOS VINCULADOS ESTADUAIS,1273.2,33905015,OUTROS SERVICOS DE UTILIDADE PUBLICA
002 - RECURSOS VINCULADOS ESTADUAIS,255084.64,33905017,TELEFONIA MOVEL CELULAR
002 - RECURSOS VINCULADOS ESTADUAIS,1135631.2,33909214,LIMPEZA
002 - RECURSOS VINCULADOS ESTADUAIS,459588.21,33909215,VIGILANCIA
002 - RECURSOS VINCULADOS ESTADUAIS,2201521.11,33909220,OUTRAS DESPESAS DE EXERCICIOS ANTERIORES
002 - RECURSOS VINCULADOS ESTADUAIS,4968.56,33909221,DIARIAS
002 - RECURSOS VINCULADOS ESTADUAIS,683837.78,33909301,INDENIZACOES E RESTITUICOES DIVERSAS
002 - RECURSOS VINCULADOS ESTADUAIS,20171.74,33909308,RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC
002 - RECURSOS VINCULADOS ESTADUAIS,319290.77,33909317,INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST
002 - RECURSOS VINCULADOS ESTADUAIS,201090691.4,33909320,CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA
002 - RECURSOS VINCULADOS ESTADUAIS,12766599.92,44405101,TRANSFERENCIAS A MUNICIPIOS-OBRAS
002 - RECURSOS VINCULADOS ESTADUAIS,5912908.3,44405201,TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE
002 - RECURSOS VINCULADOS ESTADUAIS,50000.0,44904061,MELHORIA DE EQUIPAMENTO DE TI
002 - RECURSOS VINCULADOS ESTADUAIS,4243344.22,44904062,AQUISIçãO DE SOFTWARE
002 - RECURSOS VINCULADOS ESTADUAIS,227032493.95,44904201,AUXILIOS PARA DESPESAS DE CAPITAL
002 - RECURSOS VINCULADOS ESTADUAIS,961767.99,44905110,ESTUDOS E PROJETOS
002 - RECURSOS VINCULADOS ESTADUAIS,167908.35,44905111,GERENCIAMENTO DE OBRAS
002 - RECURSOS VINCULADOS ESTADUAIS,11198664.67,44905130,EXECUCAO DE OBRAS E INSTALACOES
002 - RECURSOS VINCULADOS ESTADUAIS,11741271.78,44905131,DESAPROPRIACOES
002 - RECURSOS VINCULADOS ESTADUAIS,393581.02,44905210,VEICULOS DIVERSOS
002 - RECURSOS VINCULADOS ESTADUAIS,15761435.26,44905220,EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO
002 - RECURSOS VINCULADOS ESTADUAIS,6980809.64,44905232,MOBILIARIO EM GERAL
002 - RECURSOS VINCULADOS ESTADUAIS,4705175.28,44905234,OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE
002 - RECURSOS VINCULADOS ESTADUAIS,2628.0,44905235,"EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO"
002 - RECURSOS VINCULADOS ESTADUAIS,33752.31,44909301,INDENIZACOES E RESTITUICOES DIVERSAS
002 - RECURSOS VINCULADOS ESTADUAIS,828802.16,45906630,EMPRESTIMOS E FINANCIAMENTOS DIVERSOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,95365297.42,31900119,ATRASADOS-OUTROS PODERES/MINIST.PUBLICO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1471938.04,31901112,PESSOAL CIVIL PAGO PELA UNIDADE
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,107487.61,31901129,PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,49382.2,31901131,PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,38822370.94,31901133,VENCITOS.ATRASADOS-OUTR.PODERES E MINIST.PUB
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,119499.67,31901313,FUNDO DE GARANTIA POR TEMPO DE SERVICO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,364086.79,31901323,PREVIDENCIA SOCIAL/PESSOAL CLT
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,55315253.09,31901611,VERBA HONORARIA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,166341.1,31901612,VERBA HONORARIA-13 SALARIO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,130494204.9,31909416,OUTRAS INDENIZACOES DE PESSOAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,686698244.43,31909434,REEMB.FERIAS-OUTRO PODER E MIN.PUBL.-ATIVOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,51308060.64,31909435,REMB.FERIAS-OUTRO PODER E MIN.PUBLI-INATIVOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,102272.25,33403001,TRANSF.PARA MATERIAL DE CONSUMO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,4904716.53,33403901,TRANSFERENCIAS PARA SERVICOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,45508175.53,33413999,OUTROS SERVICOS DE TERCEIROS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,134248.23,33504105,CONTRIB.APM LIQUID. DEB.TRAB. LEI 14.689
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,2168988.77,33504374,CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,42887792.79,33504379,CONVENIOS COM ORGANIZACOES SOCIAIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,2879450.54,33504381,TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,10492457.39,33504390,OUTRAS SUBVENCOES SOCIAIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,11340657.0,33900810,AUXILIO-CRECHE E AUXILIO-ESCOLA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,696027.88,33900841,AUXILIO FUNERAL - OUTROS PODERES
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,3716789.91,33900844,AUXILIO FUNERAL - OUTROS PODERES - INATIVOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,166487448.0,33900846,AUXILIO SAUDE - OUTROS PODERES
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,7203589.37,33901401,DIARIAS PESSOAL CIVIL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,47566.09,33901416,DIARIAS NO EXTERIOR
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,187936.79,33901501,DIARIAS PESSOAL MILITAR
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,18974991.78,33901503,DIARIA ESP JORN EXT TRAB POL. MILITAR-DEJEM
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,380127.36,33902001,AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,9437623.77,33903010,GENEROS ALIMENTICIOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,77380.1,33903012,"MATERIAL DE CAMA, MESA E BANHO"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,778741.93,33903013,"MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,393033.31,33903014,MATERIAL DE LIMPEZA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,3026634.66,33903015,ARTIGOS DE HIGIENE PESSOAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,560883.0,33903016,MATERIAL DE ACONDICIONAMENTO E EMBALAGEM
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,29960.62,33903019,LUBRIFICANTE AUTOMOTIVO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,39108.06,33903021,GASOLINA AUTOMOTIVA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,399532.96,33903022,DIESEL AUTOMOTIVO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,534930.37,33903023,ETANOL AUTOMOTIVO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,531091.0,33903024,OUTROS COMBUSTIVEIS E LUBRIFICANTES
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,465684.59,33903025,GASOLINA AUTOMOTIVA-REEMBOLSO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,482420.29,33903026,CESTAS BASICAS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,6144815.48,33903027,ETANOL AUTOMOTIVO-REEMBOLSO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1563194.83,33903028,DIESEL AUTOMOTIVO-REEMBOLSO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,685378.29,33903029,OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,2505794.91,33903030,MEDICAMENTOS E INSUMOS FARMACEUTICOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,2255949.72,33903031,"MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,358226.9,33903032,MATERIAL DE USO LABORATORIAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,275880.99,33903034,MATERIAL DE USO VETERINARIO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1900.0,33903035,MEDICAMENTOS FORNECIDOS POR DECISãO JUDICIAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,610.01,33903036,OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,202763.92,33903039,MATERIAL ESPORTIVO E DE LAZER
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,672627.71,33903040,MATERIAL EDUCATIVO E CULTURAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,5217766.09,33903041,MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,22915.41,33903042,MATERIAL PARA FOTOGRAFIA E FILMAGEM
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,58697.0,33903043,"LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,70447.0,33903044,"BANDEIRAS, FLAMULAS, INSIGNIAS"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1492389.32,33903050,PECAS DE REPOSICAO E ACESSORIOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,106424.99,33903051,FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1411355.0,33903052,MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1180234.36,33903054,MATERIAL INSTALACAO ELETRICA E ELETRONICA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,65218.82,33903055,MATERIAL PARA TELECOMUNICACOES
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,671091.61,33903060,MATERIAIS E SUPRIMENTOS DE INFORMATICA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,635097.31,33903061,PECAS E ACESSOR.E COMPONENTES DE INFORMATICA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,239874.05,33903063,"FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,28149.05,33903064,PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,271417.75,33903066,MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,24000.0,33903080,"ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,529932.3,33903081,ALIMENTOS PARA ANIMAIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,315129.73,33903082,SEMENTES E MUDAS DE PLANTAS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,5810481.21,33903090,OUTROS MATERIAIS DE CONSUMO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,2389022.77,33903295,MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,3240000.0,33903340,REGIME DE QUILOMETRAGEM
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1619484.88,33903342,PASSAGENS AEREAS        EXERCICIO ANTERIOR.
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1005655.03,33903343,"LOCACAO DE VEICULOS,AERONAVES E OUTROS"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,41247.67,33903344,VALE-TRANSPORTE
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,821155.52,33903345,OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,529409.66,33903346,LOCOMOCAO DE SERVIDORES
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1704717.61,33903347,TRANSPORTE ESCOLAR
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,728919.64,33903350,LOCOMOçãO DE SERV.POR MEIO DE APLIC.DE TRANS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,114175.0,33903501,"OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,193313.37,33903504,SERVICOS DE CONSULTORIA-PESSOA JURIDICA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1810042.13,33903509,CONSULTORIA TECNO.DA IMFORMACãO-PJ
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,8280.0,33903603,CONDOMINIO
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,7132033.86,33903611,OUTRAS REMUNERACOES DE SERVICOS PESSOAIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1462388.2,33903612,ENCARGOS SOCIAIS E OBRIGACOES FISCAIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,80881125.81,33903613,ESTAGIARIOS DIRETAMENTE CONTRATADOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,150288.5,33903625,"CURSOS, PALESTRAS"
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,550.0,33903626,SERVICOS TECNICOS E ESPECIALIZADOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15410603.03,33903691,LOCACAO DE IMOVEIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,163764502.55,33903795,SERVICOS DE VIGILANCIA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,11204263.62,33903796,SERVICOS DE LIMPEZA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,9742538.17,33903799,OUTROS SERVICOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,4725524.54,33903903,CONDOMINIOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,2859794.96,33903906,VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,64931.22,33903914,EXAMES LABORATORIAIS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,29207463.25,33903915,LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,34214.47,33903916,GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO)
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16952.76,33903918,PROPAGANDA/PUBLICIDADE
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,1509762.61,33903919,LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,7755.7,33903921,SERVICOS DE COMUNICACAO DE DADOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,78428.47,33903922,LOC.MAQ.REPROGAFICAS C/MAO DE OBRA
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,43622674.52,33903925,SERVICOS DE CORREIOS
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,40639.27,33903926,PUBLICIDADE LEGAL
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,5490339.17,33903927,GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,277.5,33903928,SERVICOS DE PUBLICIDADE INSTITUCIONAL
